comic_id, title, image_url
5026,Doushiyoumo Nai Keredo,https://cdn.myanimelist.net/images/manga/3/6252.jpg
5090,Dear Friends: Rina & Maki,https://cdn.myanimelist.net/images/manga/2/124827.jpg
5095,Akanai Tobira,https://cdn.myanimelist.net/images/manga/1/81906.jpg
5107,"Yume Musubi, Koi Musubi",https://cdn.myanimelist.net/images/manga/2/24303.jpg
5113,Witch Hunter,https://cdn.myanimelist.net/images/manga/1/198695.jpg
5119,Hoozuki no Shima,https://cdn.myanimelist.net/images/manga/2/179297.jpg
5157,Baki: New Grappler Baki,https://cdn.myanimelist.net/images/manga/2/6648.jpg
5255,Dengeki Daisy,https://cdn.myanimelist.net/images/manga/1/152369.jpg
5272,Hadashi de Bara wo Fume,https://cdn.myanimelist.net/images/manga/1/16663.jpg
5293,Doubt,https://cdn.myanimelist.net/images/manga/1/196163.jpg
5348,Furachi na Kare no Shitsukekata,https://cdn.myanimelist.net/images/manga/2/26755.jpg
5394,Kiss/Hug,https://cdn.myanimelist.net/images/manga/2/249692.jpg
5627,Bloody Monday,https://cdn.myanimelist.net/images/manga/2/57141.jpg
5651,Crows,https://cdn.myanimelist.net/images/manga/3/77965.jpg
5674,Negative Happy Chainsaw Edge,https://cdn.myanimelist.net/images/manga/3/11388.jpg
5686,24 Colors: Hatsukoi no Palette,https://cdn.myanimelist.net/images/manga/1/71933.jpg
5709,Litchi☆Hikari Club,https://cdn.myanimelist.net/images/manga/3/65867.jpg
5806,Franken Fran,https://cdn.myanimelist.net/images/manga/1/150351.jpg
